u_id,name,offer_price,original_price,off_now,total_ratings,total_reviews,rating,description,item_link,created_at
3XCGHNNV,HP Slate 7 Voice Tab,16999,16999,0,1705,257,3.8,"['1 GB RAM | 16 GB ROM | Expandable Upto 32 GB', '17.78 cm (7 inch) HD Display', '5 MP Primary Camera | 2 MP Front', 'Android 4.2.2 (Jelly Bean) | Battery: 4100 mAh Lithium - Ion', 'Voice Call (Dual Sim, GSM + GSM)', 'Processor: Marvell PXA1088 Quad Core']",https://www.flipkart.com/hp-slate-7-voice-tab/p/itmdu4sgzwtcv3hr?pid=TABDU4SGZWTCV3HR&lid=LSTTABDU4SGZWTCV3HR0PCKMB&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_245&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABDU4SGZWTCV3HR.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:36.710279+05:30
RV2FPZT2,Alcatel 3T10 with Speaker 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Midnight Blue),16999,19999,15% off,777,119,3.9,"['2 GB RAM | 16 GB ROM | Expandable Upto 128 GB', '25.4 cm (10 inch) HD Display', '5 MP Primary Camera | 5 MP Front', 'Android 9.0 (Pie) | Battery: 4080 mAh Li-ion', 'Voice Call (Single Sim, 4G VoLTE)', 'Processor: MediaTek Quad Core (MT8765B)', '1 Year on Tablet, 6 Months on Accessories']",https://www.flipkart.com/alcatel-3t10-speaker-2-gb-ram-16-rom-10-inch-wi-fi-4g-tablet-midnight-blue/p/itmfga4gxae94swt?pid=TABFGA4GYHWGW7ZY&lid=LSTTABFGA4GYHWGW7ZYUPKAWL&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_246&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFGA4GYHWGW7ZY.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:37.034277+05:30
25JXKR0B,APPLE iPad Air (4th Gen) 256 GB ROM 10.9 inch with Wi-Fi Only (Green),68900,68900,0,8403,626,4.7,"['Stunning 10.9-inch Liquid Retina display with True Tone and P3 wide color', 'A14 Bionic chip with Neural Engine', 'Touch ID for secure authentication and Apple Pay', '12MP back camera, 7MP FaceTime HD front camera', 'Available in silver, space gray, rose gold, green, and sky blue', 'Wide stereo audio', 'Wi-Fi 6 (802.11ax) and Gigabit-class LTE cellular data', 'Up to 10 hours of battery life', 'USB-C connector for charging and accessories', 'Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd generation)', 'iPadOS 14 brings new capabilities designed specifically for iPad', '256 GB ROM', '27.69 cm (10.9 inch) Full HD Display', '12 MP Primary Camera | 7 MP Front', 'iPadOS 14 | Battery: Lithium Polymer', 'Processor: A14 Bionic Chip (64‑bit Architecture) with Neural Engine', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-air-4th-gen-256-gb-rom-10-9-inch-wi-fi-only-green/p/itm5ef87cd06e388?pid=TABFVZD2P4TBAF9K&lid=LSTTABFVZD2P4TBAF9KV7BPJM&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_247&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFVZD2P4TBAF9K.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:37.207704+05:30
2PH7Z0DH,APPLE ipad Mini (2019) 256 GB ROM 7.9 inch with Wi-Fi+4G (Silver),59900,59900,0,5374,786,4.6,"['7.9-inch Retina display with True Tone and wide color', 'A12 Bionic chip', 'Touch ID fingerprint sensor and Apple Pay', '8MP back camera, 7MP FaceTime HD front camera', 'Stereo speakers', '802.11ac Wi-Fi with Gigabit-class LTE cellular data', 'Up to 10 hours of battery life', 'Lightning connector for charging and accessories', 'Support for Apple Pencil (1st generation)', 'iPadOS 14 brings new capabilities designed specifically for iPad', '256 GB ROM', '20.07 cm (7.9 inch) Full HD Display', '8 MP Primary Camera | 7 MP Front', 'iOS 12 | Battery: Lithium Polymer', 'Processor: A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor', '1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase']",https://www.flipkart.com/apple-ipad-mini-2019-256-gb-rom-7-9-inch-wi-fi-4g-silver/p/itm4d34e95415ddf?pid=TABFETM4RQHYVXY3&lid=LSTTABFETM4RQHYVXY3R3J2Y8&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_248&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFETM4RQHYVXY3.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:37.434369+05:30
BMXO81LV,APPLE iPad Pro 2021 (5th Generation) 16 GB RAM 2 TB ROM 12.9 inches with Wi-Fi Only (Silver),198900,198900,0,205,16,4.6,"['Apple M1 chip for next-level performance', 'Brilliant 12.9-inch Liquid Retina XDR display with ProMotion, True Tone, and P3 wide color', 'TrueDepth camera system featuring Ultra Wide camera with Center Stage', '12MP Wide camera, 10MP Ultra Wide camera, and LiDAR Scanner for immersive AR', '5G for superfast downloads and high-quality streaming', 'Stay connected with ultrafast Wi-Fi 6', 'Go further with all-day battery life', 'Thunderbolt port for connecting to fast external storage, displays, and docks', 'Face ID for secure authentication and Apple Pay', 'Four speaker audio and five studio-quality microphones', 'Support for Apple Pencil (2nd generation), Magic Keyboard, and Smart Keyboard Folio', 'iPadOS is powerful, intuitive, and designed specifically for iPad', 'Over a million apps on the App Store just for iPad', '16 GB RAM | 2 TB ROM', '32.77 cm (12.9 inches) Quad HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 14 | Battery: Lithium Polymer', '1 Year Warranty']",https://www.flipkart.com/apple-ipad-pro-2021-5th-generation-16-gb-ram-2-tb-rom-12-9-inches-wi-fi-only-silver/p/itm9750bb6947cdd?pid=TABG3YZNZP7T59SN&lid=LSTTABG3YZNZP7T59SN9XCJZG&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_249&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABG3YZNZP7T59SN.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:37.611246+05:30
IZRSA6DF,APPLE iPad Pro 2021 (3rd Generation) 16 GB RAM 1 TB ROM 11 inches with Wi-Fi+5G (Silver),148900,148900,0,1961,167,4.7,"['Apple M1 chip for next-level performance', 'Stunning 11-inch Liquid Retina display with ProMotion, True Tone, and P3 wide color', 'TrueDepth camera system featuring Ultra Wide front camera with Center Stage', '12MP Wide camera, 10MP Ultra Wide camera, and LiDAR Scanner for immersive AR', '5G for superfast downloads and high-quality streaming', 'Stay connected with ultrafast Wi-Fi 6', 'Go further with all-day battery life', 'Thunderbolt port for connecting to fast external storage, displays, and docks', 'Face ID for secure authentication and Apple Pay', 'Four speaker audio and five studio-quality microphones', 'Support for Apple Pencil (2nd generation), Magic Keyboard, and Smart Keyboard Folio4', 'iPadOS is powerful, intuitive, and designed specifically for iPad', 'Over a million apps on the App Store just for iPad', '16 GB RAM | 1 TB ROM', '27.94 cm (11 inches) Quad HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 14 | Battery: Lithium Polymer', 'Processor: Apple M1 Chip', '1 Year Warranty']",https://www.flipkart.com/apple-ipad-pro-2021-3rd-generation-16-gb-ram-1-tb-rom-11-inches-wi-fi-5g-silver/p/itm29a3d07c21bb7?pid=TABG3YZNCNMPGAZN&lid=LSTTABG3YZNCNMPGAZNQPWHFL&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_250&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABG3YZNCNMPGAZN.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:37.767780+05:30
9K0E0506,APPLE iPad (10th Gen) 256 GB ROM 10.9 inch with Wi-Fi Only (Silver),59900,59900,0,0,0,0,"['256 GB ROM', '27.69 cm (10.9 inch) Full HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 16 | Battery: Lithium Polymer', 'Processor: A14 Bionic Chip (64-bit Architecture) with Neural Engine', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-10th-gen-256-gb-rom-10-9-inch-wi-fi-only-silver/p/itme666eb1f0627a?pid=TABGJ6XU9AS7DFDG&lid=LSTTABGJ6XU9AS7DFDG2TJ7AS&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_251&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABGJ6XU9AS7DFDG.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:37.975293+05:30
35TSKBVY,Alcatel 3T10 (2nd Gen) 3 GB RAM 32 GB ROM 10.1 inches with Wi-Fi+4G Tablet (Black),13199,17999,26% off,49,2,4.1,"['3 GB RAM | 32 GB ROM', '25.65 cm (10.1 inches) Display', '5 MP Primary Camera', 'Android 10 | Battery: 5500 mAh', 'Voice Call (Single Sim)', '1 Year warranty from date of purchase']",https://www.flipkart.com/alcatel-3t10-2nd-gen-3-gb-ram-32-rom-10-1-inches-wi-fi-4g-tablet-black/p/itm50db3f928f2e3?pid=TABG537MHJRTBXCM&lid=LSTTABG537MHJRTBXCMWHECJO&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_252&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABG537MHJRTBXCM.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:38.133954+05:30
KEAJ8WY8,Swipe Slate 2 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Grey),13089,13999,6% off,682,118,3.1,"['3 GB RAM | 32 GB ROM | Expandable Upto 128 GB', '25.65 cm (10.1 inch) HD Display', '8 MP Primary Camera | 5 MP Front', 'Android 9.0 (Pie) | Battery: 5000 mAh Lithium-ion', 'Voice Call (Dual Sim, LTE, GSM)', 'Processor: MT8765B Quad Core', 'For any warranty related issues, please call the Swipe Customer Support - +918287807038 or mail us at Swipecare@btplgroup.com']",https://www.flipkart.com/swipe-slate-2-3-gb-ram-32-rom-10-1-inch-wi-fi-4g-tablet-grey/p/itm91f0684e946a1?pid=TABFTWUV69G2DVKR&lid=LSTTABFTWUV69G2DVKRCDZT0P&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_253&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFTWUV69G2DVKR.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:38.297029+05:30
OSKU84F5,APPLE ipad Mini (2019) 256 GB ROM 7.9 inch with Wi-Fi+4G (Space Grey),59900,59900,0,5374,786,4.6,"['7.9-inch Retina display with True Tone and wide color', 'A12 Bionic chip', 'Touch ID fingerprint sensor and Apple Pay', '8MP back camera, 7MP FaceTime HD front camera', 'Stereo speakers', '802.11ac Wi-Fi with Gigabit-class LTE cellular data', 'Up to 10 hours of battery life', 'Lightning connector for charging and accessories', 'Support for Apple Pencil (1st generation)', 'iPadOS 14 brings new capabilities designed specifically for iPad', '256 GB ROM', '20.07 cm (7.9 inch) Full HD Display', '8 MP Primary Camera | 7 MP Front', 'iOS 12 | Battery: Lithium Polymer', 'Processor: A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor', '1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase']",https://www.flipkart.com/apple-ipad-mini-2019-256-gb-rom-7-9-inch-wi-fi-4g-space-grey/p/itmc263a15ffed62?pid=TABFETM4BZN5YDCH&lid=LSTTABFETM4BZN5YDCHW6XZT8&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_254&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFETM4BZN5YDCH.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:38.545030+05:30
6RLX3GA0,APPLE iPad Pro (4th Gen) 1 TB ROM 11.0 inch with Wi-Fi Only (Silver),151900,151900,0,0,0,0,"['1 TB ROM', '27.94 cm (11.0 inch) Full HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 16 | Battery: Lithium Polymer', 'Processor: Apple M2 chip', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-pro-4th-gen-1-tb-rom-11-0-inch-wi-fi-only-silver/p/itm19f03f1df01e7?pid=TABGJ6XUHSCK4GZZ&lid=LSTTABGJ6XUHSCK4GZZSGTM1Q&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_255&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABGJ6XUHSCK4GZZ.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:38.733670+05:30
EYZ4VPF6,iball iTAB Moviez Pro 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Coal Black),11999,23324,48% off,1964,275,4,"['4 GB RAM | 64 GB ROM | Expandable Upto 256 GB', '25.65 cm (10.1 inch) Full HD Display', '13 MP Primary Camera | 8 MP Front', 'Android 9.0 (Pie) | Battery: 7000 mAh Lithium Polymer', 'Voice Call (Single Sim, LTE)', 'Processor: SC9863A Octa Core Cortex A55 (1.6 GHz + 1.2 GHz)', '1 Year on Tablet, 6 Months on Accessories']",https://www.flipkart.com/iball-itab-moviez-pro-4-gb-ram-64-rom-10-1-inch-wi-fi-4g-tablet-coal-black/p/itm5e273393fc76a?pid=TABFJYC7CZZBYZG7&lid=LSTTABFJYC7CZZBYZG7LK2SSJ&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_256&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFJYC7CZZBYZG7.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:38.903632+05:30
TAWNK8HP,Huawei MatePad T8 (WiFi Edition) 2 GB RAM 32 GB ROM 8 inch with Wi-Fi Only Tablet (Deepsea Blue),15990,15990,0,30,6,3.5,"['2 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '20.32 cm (8 inch) HD Display', '5 MP Primary Camera | 2 MP Front', 'Android 10 | Battery: 5100 mAh Lithium Polymer', 'Processor: MTK MT8768 Octa Core', '1 Year From the Date of Purchase']",https://www.flipkart.com/huawei-matepad-t8-wifi-edition-2-gb-ram-32-rom-8-inch-wi-fi-only-tablet-deepsea-blue/p/itm7044d1aaaf1f6?pid=TABFU3TKNSZBTKCF&lid=LSTTABFU3TKNSZBTKCFK8S8MS&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_257&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFU3TKNSZBTKCF.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:39.066275+05:30
0XRQSZIX,Nokia Tab T20 4GB RAM 64GB ROM 10.36 inch with Wi-Fi+4G Tablet (Blue),18499,21999,15% off,1908,248,4.3,"['4GB RAM | 64GB ROM | Expandable Upto 512 GB', '26.31 cm (10.36 inch) 2K Display', '8 MP Primary Camera | 5 MP Front', 'Android 11 | Battery: 8200 mAh Lithium-ion', 'Processor: Unisoc T610', '1 year manufacturer warranty for device and battery and 6 months manufacturer warranty for in-box accessories from the date of purchase']",https://www.flipkart.com/nokia-tab-t20-4gb-ram-64gb-rom-10-36-inch-wi-fi-4g-tablet-blue/p/itmdf66cbf3cfaa4?pid=TABG8447ZBSR7RZY&lid=LSTTABG8447ZBSR7RZYOORB3Z&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_258&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABG8447ZBSR7RZY.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:39.224278+05:30
R1NKNFV4,APPLE iPad Pro (4th Gen) 128 GB ROM 11.0 inch with Wi-Fi+5G (Silver),96900,96900,0,0,0,0,"['128 GB ROM', '27.94 cm (11.0 inch) Full HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 16 | Battery: Lithium Polymer', 'Processor: Apple M2 chip', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-pro-4th-gen-128-gb-rom-11-0-inch-wi-fi-5g-silver/p/itmb973cf2892dab?pid=TABGJ6XUTNTWCPJF&lid=LSTTABGJ6XUTNTWCPJFWTWRX3&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_259&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABGJ6XUTNTWCPJF.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:39.423059+05:30
5NIWUNPQ,"Lenovo Ideapad Duet Chromebook 4 GB RAM 128 GB ROM 10.1 inch with Wi-Fi Only Tablet (Ice Blue, Iron Gr...",28999,36000,19% off,1275,157,4.3,"['4 GB RAM | 128 GB ROM', '25.65 cm (10.1 inch) Full HD Display', '8 MP Primary Camera | 2 MP Front', 'Chrome OS | Battery: 7000 mAh', 'Processor: MediaTek P60T Octa Core', '1 Year on Tablet, 6 Months on Accessories']",https://www.flipkart.com/lenovo-ideapad-duet-chromebook-4-gb-ram-128-rom-10-1-inch-wi-fi-only-tablet-ice-blue-iron-grey/p/itm109adad0d7e11?pid=TABFVPE6YWCXZAMM&lid=LSTTABFVPE6YWCXZAMMULLOSQ&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_260&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABFVPE6YWCXZAMM.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:39.594968+05:30
9LRPB1RU,MOTOROLA Tab G62 4 GB RAM 64 GB ROM 10.61 inch with Wi-Fi Only Tablet (Frost Blue),15999,29000,44% off,361,61,4,"['4 GB RAM | 64 GB ROM', '26.95 cm (10.61 inch) 2K Display', '8 MP Primary Camera | 8 MP Front', 'Android 12 | Battery: 7700 mAh', 'Ideal Usage: Entertainment', 'Processor: Snapdragon SDM680', '1 Year On Tab Device And 6 Months On Battery And Accessories']",https://www.flipkart.com/motorola-tab-g62-4-gb-ram-64-rom-10-61-inch-wi-fi-only-tablet-frost-blue/p/itmd0db128c9153e?pid=TABGEGBWUMGM9CYS&lid=LSTTABGEGBWUMGM9CYSXXELKC&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_261&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABGEGBWUMGM9CYS.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:39.749444+05:30
R7E5BSGA,APPLE iPad Pro (6th Gen) 256 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),122900,122900,0,0,0,0,"['256 GB ROM', '32.77 cm (12.9 inch) Quad HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 16 | Battery: Lithium Polymer', 'Processor: Apple M2 chip', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-pro-6th-gen-256-gb-rom-12-9-inch-wi-fi-only-space-grey/p/itme004ad7f3f70f?pid=TABGJ6XUD2HGQYGZ&lid=LSTTABGJ6XUD2HGQYGZSAIJ5I&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_262&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABGJ6XUD2HGQYGZ.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:39.906345+05:30
WEXYVQ71,realme Pad Mini 4 GB RAM 64 GB ROM 8.7 inch with Wi-Fi Only Tablet (Grey),12999,19999,35% off,4970,484,4.3,"['18W Fast Charging | Battery: 6400 mAH', '4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '22.1 cm (8.7 inch) HD Display', '8 MP Primary Camera | 5 MP Front', 'Android 11 | Battery: 6400 mAh Lithium Ion', 'Ideal Usage: Entertainment', 'Processor: UNISOC T616 Octa-Core', '1 Year Domestic Warranty']",https://www.flipkart.com/realme-pad-mini-4-gb-ram-64-rom-8-7-inch-wi-fi-only-tablet-grey/p/itmb54aedd709c43?pid=TABGD7GFANQM5Y3F&lid=LSTTABGD7GFANQM5Y3FNJXFGO&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_263&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABGD7GFANQM5Y3F.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:40.077840+05:30
VECZD70O,APPLE iPad Pro (4th Gen) 256 GB ROM 11.0 inch with Wi-Fi Only (Silver),91900,91900,0,0,0,0,"['256 GB ROM', '27.94 cm (11.0 inch) Full HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 16 | Battery: Lithium Polymer', 'Processor: Apple M2 chip', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-pro-4th-gen-256-gb-rom-11-0-inch-wi-fi-only-silver/p/itm8a8e75c590fb4?pid=TABGJ6XUW5DANMBB&lid=LSTTABGJ6XUW5DANMBBWWQJJI&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_11_264&otracker=search&otracker1=search&fm=organic&iid=e3a62eb4-039c-4be2-932b-50ca207d68c8.TABGJ6XUW5DANMBB.SEARCH&ppt=None&ppn=None&ssid=g4cuvnpvwg0000001667495085787&qH=c4e0ba5422383082,2022-11-03 22:34:40.294410+05:30
76JHTP3D,Lenovo Tab M8 (2nd Gen) FHD 4 GB RAM 64 GB ROM 8 inch with Wi-Fi Only Tablet (Platinum Grey),12499,18000,30% off,3180,274,4.1,"['4 GB RAM | 64 GB ROM', '20.32 cm (8 inch) Full HD Display', '13 MP Primary Camera | 5 MP Front', 'Android 9.0 (Pie) | Battery: 5100 mAh', 'Processor: MediaTek Helio P22T Octa Core (2.3 GHz)', '1 Year on Tablet, 6 Months on Accessories']",https://www.flipkart.com/lenovo-tab-m8-2nd-gen-fhd-4-gb-ram-64-rom-8-inch-wi-fi-only-tablet-platinum-grey/p/itm13ffe531baaba?pid=TABFSYF5YZZTYHZP&lid=LSTTABFSYF5YZZTYHZPVCQONV&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_12_265&otracker=search&otracker1=search&fm=organic&iid=ea22c25d-68d6-4e91-8762-37ded1960859.TABFSYF5YZZTYHZP.SEARCH&ppt=None&ppn=None&ssid=p0m6d99p340000001667495090940&qH=c4e0ba5422383082,2022-11-03 22:34:41.094023+05:30
CRKT644W,APPLE iPad Pro (4th Gen) 512 GB ROM 11.0 inch with Wi-Fi Only (Silver),111900,111900,0,0,0,0,"['512 GB ROM', '27.94 cm (11.0 inch) Full HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 16 | Battery: Lithium Polymer', 'Processor: Apple M2 chip', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-pro-4th-gen-512-gb-rom-11-0-inch-wi-fi-only-silver/p/itm2967346fcfc1e?pid=TABGJ6XUG5MKUEVP&lid=LSTTABGJ6XUG5MKUEVPAPMPHF&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_12_266&otracker=search&otracker1=search&fm=organic&iid=ea22c25d-68d6-4e91-8762-37ded1960859.TABGJ6XUG5MKUEVP.SEARCH&ppt=None&ppn=None&ssid=p0m6d99p340000001667495090940&qH=c4e0ba5422383082,2022-11-03 22:34:41.289969+05:30
W5EVXF22,APPLE iPad Pro (6th Gen) 1 TB ROM 12.9 inch with Wi-Fi Only (Space Grey),182900,182900,0,0,0,0,"['1 TB ROM', '32.77 cm (12.9 inch) Quad HD Display', '12 MP Primary Camera | 12 MP Front', 'iPadOS 16 | Battery: Lithium Polymer', 'Processor: Apple M2 chip', '1 Year Limited Hardware Warranty']",https://www.flipkart.com/apple-ipad-pro-6th-gen-1-tb-rom-12-9-inch-wi-fi-only-space-grey/p/itmb3f45f1d601cc?pid=TABGJ6XUY4GHBHGK&lid=LSTTABGJ6XUY4GHBHGK9F9OOZ&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_12_267&otracker=search&otracker1=search&fm=organic&iid=ea22c25d-68d6-4e91-8762-37ded1960859.TABGJ6XUY4GHBHGK.SEARCH&ppt=None&ppn=None&ssid=p0m6d99p340000001667495090940&qH=c4e0ba5422383082,2022-11-03 22:34:41.488681+05:30
2WATWWNB,Alcatel 1T10 Smart (2nd Gen) 2 GB RAM 32 GB ROM 10.1 inches with Wi-Fi Only Tablet (Black),9499,10999,13% off,56,8,3.4,"['2 GB RAM | 32 GB ROM', '25.65 cm (10.1 inches) Display', '2 MP Primary Camera', 'Android 10 Go | Battery: 4080 mAh', 'Voice Call (Single Sim)', '1 Year warranty from date of purchase']",https://www.flipkart.com/alcatel-1t10-smart-2nd-gen-2-gb-ram-32-rom-10-1-inches-wi-fi-only-tablet-black/p/itm3f166f48635e2?pid=TABG4WUYZXDUEH5Y&lid=LSTTABG4WUYZXDUEH5YWP249S&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_12_268&otracker=search&otracker1=search&fm=organic&iid=ea22c25d-68d6-4e91-8762-37ded1960859.TABG4WUYZXDUEH5Y.SEARCH&ppt=None&ppn=None&ssid=p0m6d99p340000001667495090940&qH=c4e0ba5422383082,2022-11-03 22:34:41.654270+05:30
